what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365918617291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957617991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957627612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1365957627659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957706236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957719119
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957730402
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365957734859
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957735093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957739859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957741864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957743537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957749055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957750955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957751849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957769186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957792774
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957796323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957799011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957800480
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957800579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957812502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957812985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957816543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957831175
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365957831200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957834662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957862575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957864816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365957900219
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365957900386
